name,raw_review,date
Naiane Pires,Excelente ferramenta para agilizar e facilitar nossas transações do dia a dia.,20 de dezembro de 2019
felipe santos,"O aplicativo pede um SMS para confirmar os dados, porém nunca manda o SMS.",26 de dezembro de 2019
Viviane Franco,O app fecha sempre que vou tirar a foto para abrir a conta.,2 de janeiro de 2020
Maria Helena,"Muito prático, e rápido, consigo fazer tudo que já precisei por aqui.",26 de dezembro de 2019
Venildo Quintilianoh,O aplicativo é rápido e simplificado...,5 de janeiro de 2020
Jaque C.,"O app é bom, mas acho o horário para pagamento poderia ser estendido até às 23hrs, seria melhor ainda, mas estão de parabéns porque esse app é ótimo 👏👏👏👏👏",31 de dezembro de 2019
Gabriela De Lima da Silva Rodrigues,Não consigo receber mensagem para liberação de pagamento no meu aparelho da minha própria conta. Absurdo!😡,20 de dezembro de 2019
Yara Pin,Estou na Europa e não consigo acionar minha conta para fazer uma transferência. Deu que o meu celular está desabilitado,3 de janeiro de 2020
Paulo Guarino,"Muito facil p instalar. Simples o manuseio, entendimento total.",24 de dezembro de 2019
Fernando Cesar,O app do banco do Brasil é prático e rápido para navegação.,27 de dezembro de 2019
Ayala FTorres,"Prático, fácil, economizar tempo e seguro",4 de janeiro de 2020
Paulo Holzapfel,"Leve, intuitivo, com ótimo design gráfico.",23 de dezembro de 2019
Angely Negreiros,Muito bom. Fui atendida de imediato. Parabens aos colsboradores dessa agencia.,2 de janeiro de 2020
Neide Soares,Aplicativo sensacional! Está sendo muito útil para mim.,28 de dezembro de 2019
Deva Deva,"Muito bom e funciona sem problemas em meu aparelho, atendendo as minhas necessidades.",25 de dezembro de 2019
Cristiane Polizel,"Excelente, completo e muito fácil de usar",9 de janeiro de 2020
Marta Castro,"Tudo q eu preciso está nesse app, de fácil acesso e sem complições!",26 de dezembro de 2019
Fabio Pereira,Tudo de bom o melhor aplicativo bancário Atendeu todas as minhas expectativas Vejo todo o meu movimento aqui nesse aplicativo ele vai mudar a história da gente,8 de janeiro de 2020
Priscila Sousa,"Muito bom o aplicativo ,bem fácil de usar e até agora não tenho nada o que reclamar 😁",6 de janeiro de 2020
Olinda Rosa,Acesso difícil para pagamento de IPVA e outros tributos,10 de janeiro de 2020
Sandra Gomesdossantos,Sou nova irei começa uma experiência espero que o banco me surpreenda para nós envolve em uma grande relação Daqui mais um tempo volto e darei minha opinião,10 de janeiro de 2020
Francisco Pereira,Um ótimo app do BB foi feito pensando nos clientes BB só tenho a reclamar o pesimo atendimento q temos na minha cidade Icapuí CE.,9 de janeiro de 2020
Daniel Bernades,Eficiente Parabéns o banco do Brasil facilita muito a nossa vida,21 de janeiro de 2020
Andr3cb,A notificação de compras só funciona quando quer.,21 de janeiro de 2020
Amanda Alves,O App é muito útil para mim. Goste muito da experiência em ter o App no meu androide 😍✌,25 de janeiro de 2020
Antonio Melo,Excelente aplicativo. Minha vida financeira fácil fácil!!!!,31 de dezembro de 2019
José Luiz De Oliveira,"Ótima ferramenta para conta bancária, evita riscos de uma ida presencial ao banco quanto a assaltos e ganha tempo no dia a dia.",20 de dezembro de 2019
Marivaldo Bento,"Bom e rápido, eu recomendo usar o App e evitar filas.",23 de dezembro de 2019
Amanda Pereira,"Adorei esse aplicativo resolvo tudo pelo celular,sem precisar sair de casa ou enfrentar filas",23 de dezembro de 2019
Lourdes Lima,"Facilidade para fazer todo o tipo de transacao, poupando tempo, contato direto com o banco como se estivesse na agencia com o gerente, melhor novidade criada nos ultimos tempos.",11 de dezembro de 2019
Tatielly Rangel,Esse app está com problemas. Dá erro toda hora que tento abrir uma conta.,10 de dezembro de 2019
Eliza Silva Rodrigues,Péssima. Sempre preciso ir ao banco pois o sistema bloqueia minhas transações.,15 de dezembro de 2019
ricardo paiva,Todos as suas funções tem funcionado normalmente comigo.,12 de dezembro de 2019
Minha vida está aqui,"Eu acho o app útil, fácil de usar e rápido. Excelente.",15 de dezembro de 2019
Miria Santos,Extremamente fácil de utilizar. Resolve a minha vida.,14 de dezembro de 2019
Cleo Neves,Esta aplicativo está bloqueando minha senha e não mostra o limite correto para compras do meu cartão,18 de dezembro de 2019
Laion capoeira,Muito bom ótimo aplicativo bem versátil e facilita muita para fazer transferências e gerenciar minha conta sem sair de casa,22 de dezembro de 2019
Gláucia Lara Borja,Limite para pagar contas e transferencia dificil de liberar além de lento,18 de dezembro de 2019
Kleud Marques,"Muito útil, só queria poder fazer transferência de valor maior, sem ter Q ir à agência",29 de dezembro de 2019
Wesley Mendes Pinheiro,Melhor app de banco do país... ja usei apps de quase todos os bancos nacionais e nenhum chega aos pés do app do BB.,20 de dezembro de 2019
Heloiza Moreira,Fui ao banco desbloquear meu aplicativo e me disseram que tinham desbloqueado e agora não consigo fazer pagamento nem transferência.,28 de dezembro de 2019
Betania Andrade de Melo Andrade,adorei a experiência muito prático e rapido.bastsnte fácil de usar,27 de dezembro de 2019
Joyce Cardoso,Por enquanto nenhuma dificuldade para utilizar. É nenhum problema,26 de dezembro de 2019
Jocelino Contab,"O melhor app de banco, leve, fácil, transacões rápidas sem complicacão",27 de dezembro de 2019
Laercio Damasceno,Atende perfeitamente as necessidades. Fácil e intuiti vo,21 de dezembro de 2019
Anderson Souza,"Ainda falta algumas opções, mas é um ótimo aplicativo de celular.",23 de dezembro de 2019
Benedito Prado,"Aplicativo excelente facilita muito, cômodo onde estiver fácil acesso.",27 de dezembro de 2019
Vinicius Trp,"Estou tentando refazer meu cadastro, alterar foto e sobrenome, o aplicativo não aceita essa mudança.",26 de dezembro de 2019
Alyne Silva,Excelente não precisa de eu ir até o banco com aplicativo eu vejo se tem dinheiro na minha conta ou não pago as minhas contas sem sair de casa também,23 de dezembro de 2019
Potenziano Moura,Muito BOM. Realmente atende as necessidades do usuário. Baco do Brasil excelência em atendimento. 👍🏻👍🏻👍🏻👍🏻👏👏👏👏👏❤❤❤❤,8 de janeiro de 2020
cleia souza,Pra quem quer coisa simples. Esse é a conta digital.,9 de janeiro de 2020
celso junior,"App bom, porem um pouco complexo quanto a parte de organização em orçamentos.",8 de janeiro de 2020
izabel torquato,"Uso sempre o aplicativo para ficar informada, sobre minha conta, acho ótimo esse aplicativo",7 de janeiro de 2020
Hilton Oliveira,"Muito bom o atendimento muito especial, facilita crédito e etc.",15 de janeiro de 2020
Antonia Jaguaracy,Controle diário da conta corrente e poupança.,17 de janeiro de 2020
Moniclécia Dantas Pereira,"Muito bom, prático e rápido.",23 de janeiro de 2020
Livia Cristina Freitas Placido,"Muito bom,rápido e eficiente.",21 de janeiro de 2020
Duda Ferreira,Fácil de uso. Facilita acesso e serviços.,23 de janeiro de 2020
Kelly Almeida,"Muito bom, prático e rápido.",18 de janeiro de 2020
Jamile Santana,Após atualização o aplicativo informa que não há cartões para esse cliente.,22 de janeiro de 2020
Maria Alves Sonia,É um app que funciona. Fácil de usar e entender parabéns!!!,18 de janeiro de 2020
Wagner Boeira,Muito bom o aplicativo a resposta vem em seguida após consultas e movimentações,24 de janeiro de 2020
Adonias Filho,Falta mais facilidade para acessar outros recursos,26 de janeiro de 2020
eloisa helena,"O melhor app com toda certeza Super recomendo , superou as minhas espectativas",27 de janeiro de 2020
Um usuário do Google,Aplicarivo as vezes do nada não reconhece meu telefone e nao consigo acessar a conta e depois e uma dor de cabeça para pegar autorização de novo.,19 de dezembro de 2019
luppretinha Barros,"O extrato do cartão de crédito tem que encontrar uma forma de explicar melhor os detalhes das compras,",17 de dezembro de 2019
Ernesto Marujo,"Gostaria de sugerir um botão de ""procurar"" mais eficiente.",16 de dezembro de 2019
Paulo Gil Cyrne Lopes,"Prático, eficiente e bom para pagamento e movimentações",17 de dezembro de 2019
Josivaldo Do Nascimento,"Ficou feliz em fazer parte deste banco,com este aplicativo completo e fácil de usar.",22 de dezembro de 2019
Ana Manuela Barbosa,Excelente produto. Muito bem concebido e desenvolvido!,22 de dezembro de 2019
Moisés Campos,Muito atrasado. Lento e pouco útil! Muito básico!,24 de dezembro de 2019
Debora Carence,App tem tudo que eu preciso e me ajuda a pagar contas e transferir dinheiro de forma rápida e segura,6 de janeiro de 2020
Marta Silva,Gostei muito da criatividade desse aplicativo. Muito bom.oferece confoto pra seus clientes.,3 de janeiro de 2020
Joao Dos Santos Silva,Tô gostando mais ainda falta eu desbloquear algumas funções,7 de janeiro de 2020
Thais Midori,Não consigo fazer pagamentos porque ele manda um SMS que dá erro!!! Banco do Brasil já passou da hora de investir em tecnologia,23 de dezembro de 2019
Paulo Inacio,"Muito bom, fácil de manusear, é um banco em tuas mãos.",12 de janeiro de 2020
Rozilda Oliveira,Gosto da facilidade de uso rápido prático e seguro,9 de janeiro de 2020
CARLOS ALBERTO MONEQUI,"Muito prático, estou muito satisfeito por ter o banco do Brasil sempre perto de mim.",7 de janeiro de 2020
Ed Ryan Sales Batalha,App ficou pesado demais. Até com o Wi-Fi demora pra carregar. Ficou muito lento.,24 de dezembro de 2019
Kleber Cardoso,"O melhor disparado, leve, seguro muito funcional.",8 de janeiro de 2020
Dimitrov Cardoso,"Com a experiência de quase quarenta anos como cliente deste banco, com certeza pelos excelentes serviços prestados",17 de janeiro de 2020
Hevelyn Morte,Eu adoro o aplicativo. Não vou só banco p nada. Resolvo tudo por aqui. É maravilhoso! Parabéns.,20 de janeiro de 2020
Daniel Souza,Ótimo app completo na palma da mão sem enfrentar filas enormes sem sair de casa.,21 de janeiro de 2020
Carlos Augusto Rios,Não estou conseguindo usar o BBCODE. Fica distorcido quando vai ler o Code do banco do Brasil,21 de janeiro de 2020
Hayana Kennia Santos Silva,Tentei já duas vezes fazer uma transferência para que i cartão chegue mas não sei por qual motivo a dinheiro volta para minha conta,24 de janeiro de 2020
Simone Divina,"Bem prático. Se tem a ultima opção nunca precisei usar, mas tudo que preciso sempre encontrei.",23 de dezembro de 2019
Marcia A. Matos,"Fantástico, depois que vc usa o app da Caixa económica, aprende a dar valor ao BB",14 de dezembro de 2019
Alessandra Oliveira,"Ótimo aplicativo,consigo quase sempre resolver todas as operações bancárias",16 de dezembro de 2019
Samuel Dantas Matos De Queiroz,"Muito bom, prático, rápido e transparente!!",21 de dezembro de 2019
Ricardo De Almeida Tenorio,Muito eficiente da pra fazer praticamente tudo de qualquer lugar sem precisar ir no banco,26 de dezembro de 2019
Vilma Chagas,Excelente. Posso pagar minhas contas sem enfrentar filas e fazer transferências.,23 de dezembro de 2019
Dilermando Lopes,"Nao funciona o qr code para autorizar o pagamento. Fica rodando, rodando e nada",20 de dezembro de 2019
Rôhh Garcia,"Não consigo abrir essa conta fácil, só me aparece a opção conta corrente e ainda assim, mostra q não dá AFFF",6 de janeiro de 2020
Jorge Giga,Um excelente aplicativo para buscar comodidade em ações de serviços bancários.,23 de dezembro de 2019
Pastor Adriano Silva,Facil e rapido melhor que o banco que o atendimento é ruim e demorado,4 de janeiro de 2020
Jhonathas Lima,Muito prático. Agiliza bastante minha rotina.,11 de janeiro de 2020
Elisangela Rosa,"Achei muito prático, seguro. Deveria ter uma boa promoção para os clientes.",9 de janeiro de 2020
wilsimar adiodato,Só dei uma estrela porque consigo vê meu saldo.não faço mais nada além disso.para mim n funcionou.,12 de janeiro de 2020
Ítalo Fragozo,Aplicativo sai sempre que retorno uma página. Tem que ligar toda hora,13 de janeiro de 2020
Giovana Di Giacomo D'Amico,"Bom aplicativo, intuitivo e seguro.",7 de janeiro de 2020
Luana Sousa,Eu to tentando faze o cartao de credito pra mim so que ta dando alguns dados do seu cadastro estao desatualizada voces pode arruma isso pra eu conseguir entra pfvor,14 de janeiro de 2020
Eduardo Azevedo de Azevedo,Excelente! Com ele não sinto falta da agência.,20 de janeiro de 2020
Givanildo R d Souza,"Eu Gostei 100% ......Muito confiavel transações diretas com as agencia com isso, nos os clientes somos beneficiado em transações segura, direta do nosso Cel.",17 de janeiro de 2020
Um usuário do Google,muito complicado iniciar o aplicativo com o autoatendimento péssimo das agências.,19 de dezembro de 2019
Lígia Bitencourt,"Aplicativo intuitivo, fácil de usar. Estou satisfeita",10 de dezembro de 2019
Maria Gregória de Assis,"Facilitou muito,para pagar as contas,fiquei contente com a comodidade que tenho,tudo de bom 👏👏👏👏",12 de dezembro de 2019
Jerffeson Claudio,"Bom aplicativo muito útil,atende muito bem as necessidades.",12 de dezembro de 2019
Nede Silva,Um app de múltiplas utilidades sasilitando assim a vida de todos os clientes do BB,13 de dezembro de 2019
EDMUNDO LUCIANO DE LIMA GRANJA,Seguro. Amigável. Informações de investimentos São imprecisas.,17 de dezembro de 2019
Marcelo Ribeiro Soares,"Aplicativo muito bom, apenas como sugestão tirar essas telas amarelas ou inserir o modo de tela escura.👍",17 de dezembro de 2019
Stela Maris Azevedo Horta de Paula,"Muito boa principalmente sobre as aplicacoes, visualizacao rapida.",24 de dezembro de 2019
Wesley Aquino,"Ótimo aplicativo, simples e de fácil uso!",27 de dezembro de 2019
Felipe Giuntini,"Não consigo efetuar um pagamento de boleto para segunda dia 6, até pensei que fosse feriado. Estranho! Acho que é bug",4 de janeiro de 2020
Kemilly Pereira,"Eu abri a minha conta pelo celular e fiz depósito no caixa, deu tudo certo, simples, prático, não tenho nada a reclamar",20 de dezembro de 2019
ARIQUEMES GOSPEL,"Excelente qualidade, comodidade nas resoluções dos problemas financeiros",22 de dezembro de 2019
Fábio Brito,Muito funcional e de uso bem intuitivo.,6 de janeiro de 2020
anderson castro,Excelente. Pratico e util. Varias funcionalidades.,21 de dezembro de 2019
Lillian lima,Muito bom. Só não dou 5 estrelas porque nunca consigo desbloquear no atendimento eletrônico.,30 de dezembro de 2019
Gisela iside,A opção de procura poderia ser um pouco melhor. E as ferramentas um pouco mais claras com explicacoes exemplo dizer que doc desconta e TED não ou vice versa etc,2 de janeiro de 2020
Fernando Medeiros Medeiros,"Fácil manuseio, acesso e menu sem dificuldade.",4 de janeiro de 2020
glaucia teixeira lopes,Muito bom não trava funciona mesmo.E o melhor aplicativo de banco.porque o da caixa trava mesmo.,3 de janeiro de 2020
Eliana Manarelli,Não concordo de ter limites de TED pelo meu app pq sou idosa e terei que me de deslocar até uma agência.,2 de janeiro de 2020
Emerson P Moraes,O melhor aplicativo de banco que já utilizei bem prático e confiável. Parabéns ao banco do Brasil,23 de dezembro de 2019
Artur Bayer,"Muitas transações não consigo fazer pelo telefone apesar de liberar no caixa, acho o App meu confuso.",8 de janeiro de 2020
Sergino Batista Siqueira Filho,Quanto mais fácil for o app mais o usuário fica satisfeito.,27 de dezembro de 2019
Valdeli ribeiro da silva,Não consigo pagar boleto por foto do código de barras. O celular fica o código mas a imagem não é capturada.,7 de janeiro de 2020
André Martins,"Ótimo, com esse aplicativo eu resolvo muitas coisas sem precisar ir ao banco. Muito bom!!!",7 de janeiro de 2020
Fernanda Oliveira Silva,"O aplicativo é bom, e atende as minhas necessidades.",10 de janeiro de 2020
Lcs Silverio,O aplicativo me ajuda bastante e me poupa de ter que ficar indo ao caixa para ver saldo extrato e várias outras coisas,10 de janeiro de 2020
Cristiane Amaral,App moderno e ágil ajuda muito na correria do dia a dia,10 de janeiro de 2020
Lhys Soares,Podia liberar as transações no próprio aparelho com a senha de 8 dígitos.,19 de janeiro de 2020
Nivaldo Oliveira,"Muito bom. Funcional, simples e seguro.",14 de janeiro de 2020
Rinaldo Santos,Não estou visualizandova fatura do cartão de crédito.,21 de janeiro de 2020
Sandra Edagi,Só de vez em quando vc digita a senha correta e não entra o app,26 de janeiro de 2020
Jose Guerra,"Ao longo dos anos, não tenho nada a reclamar do atendimento BB.",20 de janeiro de 2020
Joao Batista Dos Santos,Aplicativo top. Só não vi a alternativa de saque móvel,24 de janeiro de 2020
Andre Santa Cruz,Não consigo fazer a transferência de poupança poupex para conta corrente.,4 de janeiro de 2020
Murilo Neves,Devia ter opção de estreia negativa.... tiraram opção de falar com gerente. Quando precisa resolver alguma coisa é a maior canseira.,2 de janeiro de 2020
Sheila Silva,o app não quer abrir no meu aparelho. está dando erro comstantimente após instalação.,7 de janeiro de 2020
adão calos guimarães,"💯% e ótimo,e resolve muito importante não preciso ficar indo no banco quando cai dinheiro em minha conta muito, muito bom nota mil",27 de dezembro de 2019
junto e misturado. junto e misturado.,Não funciona! Toda hora está indisponível. Sempre pedindo pra tentar mais tarde!,11 de dezembro de 2019
Fabio de almeida Santos,"Simples de usar, mas para leigos é muito difícil de entender todas as opções do app",14 de dezembro de 2019
Cicero Araújo,Exelente otimo me ajuda muito. muito seguro e eficiente app brasil esta de parabens muito funcional ...,15 de dezembro de 2019
silvio luna,App dá muito problema. Hoje não abre o leitor de código de barras para pagamentos.,13 de dezembro de 2019
Luna Sacha,"Ótimo. Muito bem elaborado, prático e de fácil compreensão.",19 de dezembro de 2019
Aloenya brito,Poderia mandar via SMS as transformações feitas pelo cartão de débito (poupança),18 de dezembro de 2019
Elenei Raulino da costa,"Ótimo aplicativo, bem intuitivo uma agência em forma de app.",17 de dezembro de 2019
RENZO TARGA DE OLIVEIRA,"Muito bom mesmo, parabéns fácil de usar e sem complicações",31 de dezembro de 2019
Eder Severo,Gostei ele responde rápido e só não dou mais estrelas por que ainda não utilizei as outras alternativas,17 de dezembro de 2019
Hamilton Werneck,"Fácil utilização, além de manter o contato com o banco de forma harmoniosa e próxima",17 de dezembro de 2019
Gabriel L. Silva,"A fatura fechou, mesmo configurado com o email certo ainda não chegou o boleto.",24 de dezembro de 2019
Marlene Machado,Comecei a usar o aplicativo e estou gostando muito. Prático e simples.,19 de dezembro de 2019
Cida Araujo,"O aplicativo sempre me atendeu muito bem durante o ano inteiro, depois dessa nova atualização.",20 de dezembro de 2019
Adalberto Almeida,"Excelente, fácil acesso e conteúdos práticos.",5 de janeiro de 2020
Moacir Fernandes,Sempre se renovando e se mantendo fácil para usar. Ótimo app,20 de dezembro de 2019
Paulo Pereira,"O banco por se tratar de poupança, só consigo ver saldo e extrato, quando a política do banco tratar como uma conta sou 5 estrelas.",29 de dezembro de 2019
Um usuário do Google,Muito fácil e prático o uso sem contar as vantagens de não poder enfrentar filas...👁️👁️,19 de dezembro de 2019
Marcos Godoy Marcola,Deveriam ter avisos de horário de funcionamento das agências nos Estados!!! é tão simples!!,30 de dezembro de 2019
Cleide Rodrigues,"Aplicativo prático, rápido e fácil de usar.",23 de dezembro de 2019
game plays,"Bom, mas gostaria que os termos sejam de uma linguagem sempre mais comum e menos técnicos.",31 de dezembro de 2019
Fernando José Pimentel Teixeira,"Péssimo! Realizar pagamentos com BB Code é o fim! Tive que ir à Agência bancária, tentei atualizar, falei com o suporte técnico... Não funciona!",29 de dezembro de 2019
Fátima Gomes,Muito útil resolvo meus movimentos sem sair de casa....excelente!,9 de janeiro de 2020
Dávila Araúko,"Ótimo, tem diminuído bastante as ida ao banco.",6 de janeiro de 2020
Marcelo Azevedo,"Tem atendido minhas necessidades, sem bugs ou problemas.... Então, recomendo.",1 de janeiro de 2020
Josenita Jesus,Muito prático e fácil de usar.,12 de janeiro de 2020
Olinda Aparecida Antunes Okada,"Até o presente, estou gostando. Achei 10. Espero que em 2020 seja ainda melhor; que de forma dinâmica prossiga galgando os degraus do sucesso.",8 de janeiro de 2020
Lucicleide brito,"O app é muito útil, porém o meu app vivi pedindo confirmação e não posso fazer transferência. Muito chato",10 de janeiro de 2020
Antonio Ferreira,Fica travando no menu de configuração do Perfil e Geral!,22 de janeiro de 2020
Ana Penharbel,Depois que o app foi atualizado nao consigo mais acessar a minha fatura e consta que nao possuo cartão de crédito.,17 de janeiro de 2020
RayNara Cardoso,Não consigo entrar no app. Coloco a senha correta e diz que a senha está inválida.. alguém pode me ajudar?,24 de janeiro de 2020
kutysark br,Pagar com cartão de crédito aparece no TAA e não aparece no APP,23 de janeiro de 2020
Márcio Cunha das Graças,Muito bom aplicativo. Excelente. Nele vc consegue resolver praticame de tudo.,20 de janeiro de 2020
Alan Talis,Fui bloqueado do nada. Não conseguir mais acessar minha conta e a minha senha diz que está errada. O App estava me ajudando muito é do nada isso aconteceu! Melhorem isso plmds!,24 de janeiro de 2020
Clédson Moreira,Aplicativo show de bola muito intuitivo!,27 de janeiro de 2020
INTER ACADEMY REDE BRASIL- CUIABÁ,A versão anterior era melhor depois da atualização nao estou encontrando aonde faz o depósito em cheque pelo aplicativo.,10 de dezembro de 2019
Roberta Abreu,"Esse App é top,não vou mais em agência física. Faço tipo pelo aplicativo. Parabéns Banco do Brasil",23 de dezembro de 2019
JOSE DAPAZ,Fácil e intuitivo muito bom para o dia dia,21 de janeiro de 2020
Miguel Alvarez,O app TEM que ter um design e interface mais agradáveis e simples,5 de janeiro de 2020
Mauricio Cunha,"Atende com clareza todas as dúvidas, inclusive em soluções necessárias.",12 de dezembro de 2019
Dyemy André,Depois da última atualização o leitor de código de barras não funciona mais !,11 de dezembro de 2019
BETO MAIA Rocha Maia,aplicativo muito eficiente e de fácil manuseio.,12 de dezembro de 2019
Nilton da Rocha Costa,"Funcional, fácil compreensão e uso, rápida.p",15 de dezembro de 2019
Andreza Salatini Dore,Depois da última atualização não consigo usar o leitor de código de barras.,13 de dezembro de 2019
SILAS MILITAO,"Muito bom aplicativo, não tenho o que reclamar, atende minhas necessidades.",13 de dezembro de 2019
Ronaldo Moreno costa silva,E um aplicativo de facil acesso eque tem mil e uma utilidades,17 de dezembro de 2019
Diego de Almeida,"As vezes é bem lento no login, mas de resto é satisfatório.",18 de dezembro de 2019
Danielzão,"Bom App, precisa uma aba para aumento de crédito e débito pelo App.",18 de dezembro de 2019
Valtemir Fernandes,Ótimo aplicativo. Facilitou muito a minha vida! Faço minhas transações todas por aqui. BB está de parabéns!,6 de janeiro de 2020
ely gonçalves dos reis,"Últimamente não tá abrindo com frequência na hora que agente precisa, tá chato demais, não consigo nem tirar estrato",21 de dezembro de 2019
Bla bla Bka,Muito bom excelente!!!! Salvou meus problemas de locomoção. Melhor não podia ter.,30 de dezembro de 2019
Sergio Nassur,Muito prático e fácil de utilizar. Gostei bastante.,21 de dezembro de 2019
Neurival Luiz Paiola,"Muito bom aplicativo, de fácil entendimento com uma praticidade de uso excelente.",26 de dezembro de 2019
Maria das Graças Muniz,"Ótimo ,não precisa ir ao banco .fácil e prático, seguro.",23 de dezembro de 2019
junior izidro,"Aplicativo está muito bem desenvolvido, está na frente de todos que já usei muito. bom mesmo.",26 de dezembro de 2019
Luciana Rosário,Super rápido para abertura de conta e td muito prático,3 de janeiro de 2020
Dawid Oliveira,"O app é bom, mas pra liberar o acesso em um novo dispositivo é uma luta, não mandam o sms de jeito algum.",1 de janeiro de 2020
Leandro Aguiar,Bom mas poderia facilitar mais ainda a opção de pagar boletos,6 de janeiro de 2020
Luciano Rabello,"Pratico e facil , realmente o que necessito.",7 de janeiro de 2020
Georgee Luiizz,Porém ainda não tenho conhecimento da liberação do cartão de crédito mais espero que liberem minha linha. Mais o app e top,9 de janeiro de 2020
Sanfoneiro Macho,"Aplicavo fácil e prático, continuem assim...se der bobeira, deixo só uma banda de uma estrela. Rsrs",9 de janeiro de 2020
Fabio Fernandes,"Ótimo aplicativo,pois se vce digital 3 vzs errado ele bloqueia.",8 de janeiro de 2020
Gerson,Aplicativo simples prático e seguro.,13 de janeiro de 2020
FLAVIA MORAES,Super fácil e rápido! Adorei.,20 de janeiro de 2020
Gerlan Kaze,"Excelente, muito eficiente.",23 de janeiro de 2020
José Paulo Rey Maduell,Utilizo para verificar saldos e aplicações.,13 de janeiro de 2020
Joselaine Barbosa,"Fácil, prático e seguro de usar.",21 de janeiro de 2020
adriano silva,Muito prático e fácil de usar.,26 de janeiro de 2020
Pedro Henrique Peixoto,O compartilhamento de comprovantes para o Google Drive não funcionar,16 de janeiro de 2020
Pablo Henrique,"Gostei do app, ficou mais prático minha rotina não preciso enfrentar filas",27 de janeiro de 2020
Jackson Lopes,Muito bom asessa a conta pelo aplicativo .fazer pagamento sem sair de casa.muito bom,27 de janeiro de 2020
Um usuário do Google,Um aplicativo completo e muito fácil de usar.,30 de dezembro de 2019
Maria Fernanda Maia,Bem fácil de usar!!!! Muito bom!!! Adorei o novo layout!!!,18 de dezembro de 2019
Zé Oliveira,Infelizmente não oferece benefícios!! Está deixando a desejar.,24 de janeiro de 2020
luiz fernando de souza born,Sempre com fácil acesso e informações corretas.,10 de dezembro de 2019
Gizele Oliveira,"Exelente ! Muito prático, da pra fazer tudo que preciso on-line .",11 de dezembro de 2019
Fabiana Val,"Muito bom poder pagar as contas sem ter que sair de casa, sou grata por esse aplicativo.",15 de dezembro de 2019
Rubens S.Júnior,"É perfeitamente simples e funcional, muito bom.",15 de dezembro de 2019
Arlison Andrade,"Excelente aplicativo, bem simples e muito útil.",20 de dezembro de 2019
Antonio Carlos Carlos,"App muito bom, porém seria melhor se todas as senhas fossem acessadas por digital.",23 de dezembro de 2019
Agna Calheira,"Muito bom poder fazer pagamentos, transferências pelo aplicativo.",28 de dezembro de 2019
Leonidio Jose,Muito bom esse app quem ainda não tem pode baixar porque ele é muito bom fácil de usar e não fica pesado o seu aparelho.,18 de dezembro de 2019
Alenir Arruda,Gostaria de poder ter limite de transferencia maior.,20 de dezembro de 2019
"Samuel games ,",Não consigo movimentae nem pagar boletos com valores maiores...sendo assim não tá sendo útil,24 de dezembro de 2019
Ivo Kuchler,Gostei da opção de usar a impressão digital em lugar da senha.,22 de dezembro de 2019
Adelmison da Cruz Evangelista,Otimo aplicativo e facil navegação auxiliando de forma correta seus clientes..parabéns ao BB,19 de dezembro de 2019
Awdrey Vil,Problema é com liberação de cartão é liberação do App ourocard. Bloqueia a senha.,23 de dezembro de 2019
MARY MARQUES,"Ultimamente tá horrível não consigo entrar, há meses atrás era ótimo .",28 de dezembro de 2019
Aparecida Silva,É maravilhoso conseguir pagar as contss sem ter que enfrentar uma fila.A praticidade facilita a nossa vida!,3 de janeiro de 2020
Narah Santos,Nao gosto muito porque toda hora que eu entro tem que pôr a senha as vezes nem estou em casa aí acabo não usando por não saber a senha de cor,10 de janeiro de 2020
Jorge Vitor,Rápido e prático fácil de manusear um,10 de janeiro de 2020
Tânia de Santana,Esse aplicativo é bastante funcional e prático. 👏👏👏👏,11 de janeiro de 2020
Sandra Machado,Muito fácil e faço tudo que preciso no aplicativo.,24 de janeiro de 2020
vivih mekaup fácil makess fáceis,E ótimo só não consegui desbloquear para fazer transferência.,15 de janeiro de 2020
fabio marchisio,Show! Acesso rapido e intuitivo.,22 de janeiro de 2020
VALNIR MACEDO,"Satisfação,agilidade e praticidade em operaçoes e trâmites. Parabéns Nota 1000",22 de janeiro de 2020
Marcia Pacheco,"Muito bom, rápido, com muitas opções é organizado",23 de janeiro de 2020
Simone Assunção,"Gosto muito do App,teve algumas mudanças,mas comparado a outros, é bem simples",29 de dezembro de 2019
Um usuário do Google,péssimo. não consigo fazer upgrade de conta. banco de dados indisponível,30 de dezembro de 2019
Aloma Carvalho,"O melhor aplicativo de Banco, até agora o mais organizado. Parabéns!!!",27 de dezembro de 2019
Patrícia Cassia,Bom ! Mas ultimamente tanto problema pra fazer simples movimento tendo qye entrar em contato com o Banco.So Jesus!,10 de dezembro de 2019
Danila Rosa Reis,Não consigo fazer nada nesse aplicativo como transferência pagamento e outros só consigo ver saldo,10 de dezembro de 2019
Dayanne V.R. Alves,Gostei ótimo fácil de usar mostrando o saldo e muito mais,10 de dezembro de 2019
Alcione Ramos,Serviço do aplicativo excepcional. O BB avançou on LINE o que nunca conseguiu no presencial,10 de dezembro de 2019
Gilmar Dagas,"Dou 5 estrelas porque condiz com o anúncio, muito eficiente, ótimo mesmo",16 de dezembro de 2019
Alberto Delgado Neto,Muito truncado e limites de horário e valores menores que outros bancos,18 de dezembro de 2019
Gilmar Teixeira,É a forma mais rápida e fácil de resolver seus negócios.,20 de dezembro de 2019
